,participant_id,experiment_nr,step_count,gt_step_time,us_step_time,gt_cycle_time,us_cycle_time,gt_cadence,us_cadence,gt_ambulation_time,us_ambulation_time,gt_velocity,us_velocity,gt_step_length,us_step_length,uuid_name,age
163,p41,3,8,645.0,650.0,1290.0,1303.3333333333333,92.7,92.3076923076923,4530.0,4550.0,93.6,92.58549450549452,60.53,60.18057142857143,p41,33.0
164,p48,0,8,655.0,647.0,1300.0,1291.6666666666667,91.7,92.71523178807946,4580.0,4530.0,86.2,92.9942604856512,56.565,59.51632671081678,p48,34.0
165,p48,1,8,605.0,611.0,1205.0,1216.6666666666667,99.3,98.13084112149534,4230.0,4280.0,101.2,98.42616822429906,61.355,60.03996261682243,p48,34.0
166,p48,2,8,540.0,541.0,1075.0,1073.3333333333333,111.1,110.8179419525066,3780.0,3790.0,110.5,111.1514511873351,59.925,61.13329815303431,p48,34.0
167,p48,3,8,640.0,645.0,1280.0,1278.3333333333333,93.5,92.92035398230088,4490.0,4520.0,93.4,93.2,60.055,59.648,p48,34.0
168,p42,0,8,515.0,507.0,1025.0,1016.6666666666666,117.3,118.30985915492955,3580.0,3550.0,112.7,118.66591549295774,57.61,59.33295774647887,p42,34.0
169,p42,1,8,660.0,664.0,1330.0,1336.6666666666667,91.1,90.3225806451613,4610.0,4650.0,92.0,90.59440860215054,60.53,58.88636559139785,p42,34.0
170,p42,2,8,530.0,531.0,1070.0,1075.0,113.5,112.90322580645162,3700.0,3720.0,113.2,113.24301075268816,59.92,61.15122580645161,p42,34.0
171,p42,3,8,670.0,667.0,1320.0,1323.3333333333333,90.3,89.93576017130621,4650.0,4670.0,91.5,90.20642398286938,60.935,60.43830406852249,p42,34.0
172,p64,0,7,670.0,683.0,1345.0,1358.0,89.6,87.80487804878048,4020.0,4100.0,102.0,102.74731707317076,68.36500000000001,69.35443902439026,p64,32.0
173,p64,1,8,665.0,660.0,1325.0,1323.3333333333333,90.5,90.9090909090909,4640.0,4620.0,92.0,91.18268398268398,60.58,60.18057142857143,p64,32.0
174,p64,2,8,515.0,508.0,1020.0,1020.0,117.0,117.97752808988764,3590.0,3560.0,118.4,118.33258426966292,60.605,57.982966292134826,p64,32.0
175,p64,3,8,680.0,672.0,1360.0,1328.3333333333333,87.5,89.171974522293,4800.0,4710.0,87.9,89.44033970276008,60.275000000000006,60.819430997876864,p64,32.0
176,p62,0,7,590.0,578.0,1170.0,1148.0,102.0,103.74639769452448,3530.0,3470.0,115.9,121.40172910662824,68.21000000000001,69.80599423631124,p62,32.0
177,p62,1,8,615.0,615.0,1225.0,1226.6666666666667,97.4,97.4477958236659,4310.0,4310.0,99.3,97.74106728538284,60.99,60.59946171693735,p62,32.0
178,p62,2,8,510.0,518.0,1020.0,1031.6666666666667,117.3,115.702479338843,3580.0,3630.0,117.1,116.05068870523417,59.85,60.34635812672177,p62,32.0
179,p62,3,8,650.0,642.0,1295.0,1285.0,92.7,93.33333333333331,4530.0,4500.0,92.2,93.61422222222222,59.56,59.91310222222222,p62,32.0
180,p36,0,9,695.0,693.0,1390.0,1387.142857142857,86.5,86.48648648648648,5550.0,5550.0,75.7,75.90342342342343,52.53,52.37336216216217,p36,26.0
181,p36,1,8,665.0,662.0,1335.0,1335.0,90.5,90.51724137931036,4640.0,4640.0,89.3,90.7896551724138,58.925,60.82906896551725,p36,26.0
182,p36,2,8,495.0,490.0,985.0,983.3333333333334,121.4,122.44897959183672,3460.0,3430.0,122.2,122.81749271137026,60.2,61.40874635568513,p36,26.0
183,p36,3,8,670.0,670.0,1335.0,1345.0,89.9,89.55223880597015,4670.0,4690.0,89.8,89.82174840085287,59.645,60.18057142857143,p36,26.0
184,p50,0,7,610.0,605.0,1220.0,1204.0,98.6,99.17355371900828,3650.0,3630.0,126.8,116.05068870523417,77.155,69.6304132231405,p50,26.0
185,p50,1,8,670.0,672.0,1340.0,1341.6666666666667,89.6,89.171974522293,4690.0,4710.0,88.4,89.44033970276008,59.345,59.92502760084926,p50,26.0
186,p50,2,8,485.0,484.0,970.0,973.3333333333334,123.2,123.8938053097345,3410.0,3390.0,126.3,124.26666666666668,61.365,59.648,p50,26.0
187,p50,3,8,655.0,657.0,1310.0,1315.0,91.7,91.30434782608695,4580.0,4600.0,94.1,91.5791304347826,61.395,59.52643478260869,p50,26.0
188,p67,0,8,515.0,508.0,1030.0,1013.3333333333334,116.7,117.97752808988764,3600.0,3560.0,111.6,118.33258426966292,57.48,60.34961797752809,p67,55.0
189,p67,1,8,625.0,615.0,1245.0,1228.3333333333333,96.6,97.4477958236659,4350.0,4310.0,95.8,97.74106728538284,59.475,60.59946171693735,p67,55.0
190,p67,2,8,570.0,568.0,1140.0,1131.6666666666667,105.0,105.52763819095478,4000.0,3980.0,105.8,105.84522613065327,60.325,60.33177889447236,p67,55.0
191,p67,3,8,630.0,641.0,1255.0,1280.0,95.5,93.5412026726058,4400.0,4490.0,95.5,93.8227171492205,60.375,59.10831180400891,p67,55.0
192,p53,0,8,540.0,548.0,1080.0,1085.0,110.8,109.375,3790.0,3840.0,115.4,109.70416666666668,62.815,59.24025000000001,p53,30.0
193,p53,1,8,675.0,680.0,1345.0,1358.3333333333333,89.0,88.23529411764706,4720.0,4760.0,89.9,88.50084033613446,60.19,59.29556302521009,p53,30.0
194,p53,2,8,515.0,517.0,1035.0,1031.6666666666667,115.7,116.02209944751382,3630.0,3620.0,116.5,116.37127071823204,60.48,60.51306077348066,p53,30.0
195,p53,3,8,650.0,651.0,1305.0,1301.6666666666667,91.9,92.10526315789474,4570.0,4560.0,91.2,92.38245614035088,59.370000000000005,59.12477192982456,p53,30.0
196,p35,0,6,600.0,596.0,1190.0,1195.0,100.7,100.67114093959732,2980.0,2980.0,113.7,114.51812080536914,67.71000000000001,68.71087248322148,p35,34.0
197,p35,1,8,620.0,622.0,1255.0,1245.0,97.2,96.3302752293578,4320.0,4360.0,100.1,96.62018348623852,62.055,60.87071559633028,p35,34.0
198,p35,2,8,490.0,495.0,985.0,993.3333333333334,122.4,121.03746397694523,3430.0,3470.0,122.6,121.40172910662824,60.06,59.48684726224784,p35,34.0
199,p35,3,8,645.0,648.0,1290.0,1291.6666666666667,92.9,92.51101321585904,4520.0,4540.0,93.2,92.78942731277532,60.010000000000005,60.31312775330397,p35,34.0
